106,TC-106,60375566,2020-11-04,2020-11-04,10,Annually,270,395047,1
107,TC-107,60409971,2020-11-04,2020-11-09,10,Annually,547,309730,1
108,TC-108,60410166,2020-11-04,2020-11-05,25,Quaterly,4655,966670,1
109,TC-109,60507516,2020-11-04,2020-11-05,15,Monthly,1061,886111,1
110,TC-110,60424809,2020-11-20,2020-11-30,10,Annually,570,873548,1
111,TC-111,60445063,2020-11-20,2020-11-20,25,Monthly,1981,857383,1
112,TC-112,60453001,2020-11-20,2020-11-20,15,Monthly,381,738824,1
113,TC-113,60369416,2020-11-21,2020-11-21,15,Monthly,471,587836,1
114,TC-114,60508968,2020-11-20,2020-11-21,20,Annually,2408,867825,1
115,TC-115,60510571,2020-11-20,2020-11-21,10,Monthly,818,926438,1
116,TC-116,60324573,2020-11-20,2020-11-28,10,Annually,520,336525,1
117,TC-117,60482280,2020-11-20,2020-11-27,20,Annually,324,391134,1
118,TC-118,60458174,2020-11-24,2020-12-08,10,Monthly,177,277095,1
119,TC-119,60369366,2020-11-24,2020-11-24,30,Annually,822,611207,1
120,TC-120,60326053,2020-11-24,2020-11-29,15,Annually,563,397040,1
121,TC-121,60495969,2020-11-24,2020-11-30,15,Quaterly,1727,682120,1
122,TC-122,60487268,2020-11-24,2020-11-28,10,Annually,169,268560,1
123,TC-123,60369427,2020-11-24,2020-11-24,10,Annually,1060,837481,1
124,TC-124,60469031,2020-11-24,2020-11-24,15,Annually,1052,418449,1
125,TC-125,60465681,2020-11-24,2020-11-24,15,Annually,417,927773,1
126,TC-126,60174932,2020-10-14,2020-10-29,25,Annually,497,669909,1
127,TC-127,60369215,2020-10-14,2020-10-19,15,Quaterly,352,749581,1
128,TC-128,60459458,2020-10-14,2020-10-14,20,Annually,1501,663753,1
129,TC-129,60369574,2020-10-14,2020-10-19,15,Monthly,578,750572,1
130,TC-130,60407078,2020-10-14,2020-10-14,15,Quaterly,2986,674086,2
131,TC-131,60481863,2020-10-14,2020-10-19,25,Monthly,2383,450927,1
132,TC-132,60502037,2020-10-14,2020-10-15,15,Annually,227,469186,1
133,TC-133,60369421,2020-10-14,2020-10-29,15,Annually,474,349562,1
134,TC-134,60481856,2020-10-27,2020-11-09,25,Annually,3213,864592,2
135,TC-135,60509477,2020-10-27,2020-10-31,10,Annually,1827,647773,1
136,TC-136,60453001,2020-10-27,2020-10-27,25,Quaterly,518,912250,1
137,TC-137,60509391,2020-10-27,2020-10-28,15,Monthly,413,947131,1
138,TC-138,60503829,2020-10-27,2020-10-28,10,Quaterly,621,723445,1
139,TC-139,60475048,2020-10-27,2020-10-27,30,Annually,1418,352803,1
140,TC-140,60383336,2020-10-27,2020-10-30,30,Annually,7019,984686,1
141,TC-141,60482544,2020-10-27,2020-10-27,15,Quaterly,1009,444380,1
142,TC-142,60487910,2020-11-20,2020-12-31,25,Annually,2609,609294,3
143,TC-143,60504150,2020-11-20,2020-11-24,20,Quaterly,565,775614,1
144,TC-144,60405055,2020-11-20,2020-11-26,15,Annually,181,484081,1
145,TC-145,60369411,2020-11-20,2020-11-23,30,Annually,2534,865064,1
146,TC-146,60383336,2020-11-20,2020-11-26,10,Monthly,871,779376,1
147,TC-147,60462098,2020-11-20,2020-11-20,15,Annually,250,510626,1
148,TC-148,60509966,2020-11-20,2020-12-11,15,Annually,1826,368481,2
149,TC-149,60369576,2020-11-20,2020-12-30,10,Annually,781,314074,1
150,TC-150,60501801,2020-11-04,2020-11-23,15,Annually,595,445305,1
151,TC-151,60367454,2020-11-04,2020-11-04,10,Annually,111,255056,1
152,TC-152,60307596,2020-11-04,2020-11-09,10,Annually,1010,662201,1
153,TC-153,60478356,2020-11-04,2020-11-04,30,Quaterly,1139,648919,1
154,TC-154,60430537,2020-11-04,2020-11-11,15,Annually,2635,997445,2
155,TC-155,60495896,2020-11-04,2020-11-04,10,Annually,318,744871,1
156,TC-156,60381763,2020-11-04,2020-11-18,10,Annually,1861,943949,2
157,TC-157,60490824,2020-11-04,2020-11-05,25,Annually,1248,293586,3
158,TC-158,60346241,2020-10-15,2020-10-15,15,Annually,472,862225,1
159,TC-159,60451601,2020-10-15,2020-10-16,15,Annually,427,454393,1
160,TC-160,60505736,2020-10-15,2020-11-04,30,Quaterly,1471,394408,2
161,TC-161,60504743,2020-10-15,2020-10-16,10,Annually,196,471495,1
162,TC-162,60396731,2020-10-15,2020-10-16,15,Annually,460,285158,1
163,TC-163,60369373,2020-10-15,2020-10-15,15,Annually,1201,879984,1
164,TC-164,60369373,2020-10-15,2020-10-27,30,Annually,404,353878,1
165,TC-165,60369404,2020-10-16,2020-10-19,10,Quaterly,564,519661,1
166,TC-166,60369404,2020-10-14,2020-10-16,15,Annually,684,916016,1
167,TC-167,60000003,2020-10-14,2020-10-19,20,Annually,4556,557744,1
168,TC-168,60447266,2020-10-14,2020-10-19,15,Annually,1798,722918,1
169,TC-169,60369373,2020-10-14,2020-10-28,15,Annually,197,438212,1
170,TC-170,60426117,2020-10-14,2020-10-15,15,Quaterly,291,579368,1
171,TC-171,60507855,2020-10-14,2020-10-15,15,Annually,1122,357527,1
172,TC-172,60375566,2020-10-14,2020-10-14,25,Quaterly,364,341478,1
173,TC-173,60475384,2020-10-14,2020-10-23,30,Annually,477,552274,1
174,TC-174,60510359,2020-11-24,2020-11-25,20,Annually,5824,876574,1
175,TC-175,60482820,2020-11-24,2020-12-03,30,Quaterly,5959,885591,1
176,TC-176,60509582,2020-11-24,2020-12-31,15,Annually,235,725678,1
177,TC-177,60459459,2020-11-24,2020-11-24,25,Annually,479,390759,1
178,TC-178,60463969,2020-11-24,2020-11-30,15,Monthly,871,277959,1
179,TC-179,60096944,2020-11-24,2020-12-23,15,Annually,4614,882317,1
180,TC-180,60376452,2020-11-24,2020-11-24,20,Monthly,1840,469315,1
181,TC-181,60369422,2020-11-24,2020-11-25,10,Quaterly,240,476126,1
182,TC-182,60428312,2020-11-20,2020-11-21,25,Annually,3244,750343,1
183,TC-183,60509250,2020-11-20,2020-11-30,15,Monthly,2780,558248,1
184,TC-184,60482820,2020-11-20,2020-11-27,20,Quaterly,969,819844,1
185,TC-185,60369580,2020-11-20,2020-11-20,25,Annually,592,485189,1
186,TC-186,60399466,2020-11-20,2020-11-20,25,Quaterly,173,283001,1
187,TC-187,60510554,2020-11-20,2021-05-21,20,Monthly,1276,749094,1
188,TC-188,60504520,2020-11-20,2020-11-20,20,Monthly,884,796192,1
189,TC-189,60071552,2020-11-20,2020-11-21,10,Annually,1510,820940,1
190,TC-190,60474927,2020-10-27,2020-11-27,25,Annually,1330,431621,3
191,TC-191,60506994,2020-10-27,2020-10-27,30,Quaterly,807,731236,1
192,TC-192,60458544,2020-10-27,2020-10-27,20,Annually,698,797230,1
193,TC-193,60374449,2020-10-27,2020-10-31,25,Annually,1911,912160,1
194,TC-194,60436282,2020-10-12,2020-10-13,15,Annually,636,952844,1
195,TC-195,60407057,2020-10-12,2020-10-12,30,Quaterly,1733,916715,1
196,TC-196,60287801,2020-10-12,2020-10-13,25,Quaterly,1391,260453,1
197,TC-197,60000003,2020-10-12,2020-10-14,10,Monthly,1078,768455,2
198,TC-198,60489923,2020-10-12,2020-10-20,10,Annually,877,729055,1
199,TC-199,60461081,2020-10-12,2020-10-13,10,Quaterly,3717,994024,2
200,TC-200,60367457,2020-10-12,2020-10-12,15,Monthly,630,718300,1
201,TC-201,60369373,2020-10-12,2020-10-13,15,Annually,4565,805421,1
202,TC-202,60408454,2020-10-12,2020-10-13,20,Annually,396,333985,1
203,TC-203,60433521,2020-10-12,2020-10-19,15,Monthly,2349,810186,3
204,TC-204,60407383,2020-10-12,2020-10-12,15,Annually,1602,957687,2
205,TC-205,60174932,2020-10-12,2020-10-15,25,Annually,972,303187,1
206,TC-206,60495879,2020-10-12,2020-10-16,15,Annually,550,345036,1
207,TC-207,60407057,2020-10-12,2020-10-24,30,Annually,1086,743577,1
208,TC-208,60455753,2020-10-07,2020-10-08,20,Quaterly,842,605830,2
209,TC-209,60485245,2020-10-07,2020-10-13,25,Annually,3377,757934,1
210,TC-210,60369406,2020-10-07,2020-10-15,10,Annually,334,510923,2
211,TC-211,60408900,2020-10-07,2020-10-08,15,Annually,631,879886,1
212,TC-212,60407078,2020-10-07,2020-10-07,25,Monthly,257,323708,1
213,TC-213,60369382,2020-10-07,2020-10-24,15,Annually,168,275241,1
214,TC-214,60507776,2020-10-07,2020-10-08,15,Annually,237,372263,1
215,TC-215,60369581,2020-10-07,2020-10-07,10,Monthly,1235,517337,3
216,TC-216,60310575,2020-10-12,2020-10-31,10,Annually,791,928132,1
217,TC-217,60501507,2020-10-12,2020-10-12,15,Annually,267,431252,1
218,TC-218,60460173,2020-10-12,2020-10-13,25,Annually,3514,450848,1
219,TC-219,60453001,2020-10-12,2020-10-12,20,Annually,248,351153,1
220,TC-220,60369578,2020-10-12,2020-10-12,30,Monthly,2654,653914,1
221,TC-221,60369382,2020-10-12,2020-10-23,15,Monthly,837,443883,1
222,TC-222,60471588,2020-10-12,2020-10-14,20,Quaterly,693,535767,1
223,TC-223,60269307,2020-10-12,2020-10-13,25,Monthly,1493,415479,1
224,TC-224,60453001,2020-10-07,2020-10-08,20,Quaterly,1029,873083,1
225,TC-225,60369583,2020-10-07,2020-10-23,10,Annually,471,535776,1
226,TC-226,60459458,2020-10-07,2020-10-07,10,Quaterly,2070,843839,1
227,TC-227,60369409,2020-10-07,2020-10-08,25,Annually,2365,679634,1
228,TC-228,60476244,2020-10-07,2020-10-08,30,Annually,475,694815,1
229,TC-229,60407057,2020-10-07,2020-10-07,10,Annually,486,398031,1
230,TC-230,60376196,2020-10-07,2020-10-31,25,Quaterly,1293,987975,1
231,TC-231,60334196,2020-10-07,2020-10-20,10,Monthly,611,593879,3
232,TC-232,60407383,2020-10-07,2020-10-08,25,Quaterly,511,467417,1
233,TC-233,60427066,2020-09-20,2020-09-20,30,Quaterly,1531,586408,1
234,TC-234,60245730,2020-09-20,2020-09-24,30,Annually,1284,713425,1
235,TC-235,60495454,2020-09-20,2020-09-22,25,Quaterly,306,311808,1
236,TC-236,60435712,2020-09-20,2020-09-23,15,Monthly,2051,937868,1
237,TC-237,60367454,2020-09-20,2020-09-21,30,Annually,3518,717192,1
238,TC-238,60110617,2020-09-20,2020-09-21,10,Annually,332,772012,1
239,TC-239,60408454,2020-09-20,2020-09-20,30,Annually,1066,784393,1
240,TC-240,60413353,2020-09-20,2020-09-20,15,Annually,3267,745420,2
241,TC-241,60462572,2020-10-12,2020-11-19,15,Monthly,831,389508,1
242,TC-242,60396086,2020-10-12,2020-10-12,30,Monthly,1019,744668,1
243,TC-243,60499109,2020-10-12,2020-10-13,15,Annually,368,323576,1
244,TC-244,60317589,2020-10-12,2020-10-13,25,Annually,40112,894948,1
245,TC-245,60439398,2020-10-12,2020-10-12,15,Annually,498,393527,1
246,TC-246,60369577,2020-10-12,2020-10-21,15,Annually,291,532069,1
247,TC-247,60361356,2020-10-12,2020-10-20,10,Annually,595,609126,1
248,TC-248,60407078,2020-10-12,2020-10-13,15,Annually,634,920851,1
249,TC-249,60354169,2020-10-12,2020-10-12,20,Annually,2585,977776,1
250,TC-250,60400259,2020-10-12,2020-10-16,25,Annually,4327,673001,2
251,TC-251,60443927,2020-10-12,2020-10-16,10,Monthly,246,630420,1
252,TC-252,60415147,2020-10-12,2020-10-24,30,Monthly,709,607346,1
253,TC-253,60443927,2020-10-12,2020-10-24,10,Annually,530,625963,1
254,TC-254,60506995,2020-10-12,2020-10-16,10,Quaterly,799,506604,2
255,TC-255,60508459,2020-10-12,2020-10-14,10,Quaterly,911,449910,1
256,TC-256,60369404,2020-10-12,2020-11-03,25,Annually,736,723035,1
257,TC-257,60478354,2020-09-20,2020-09-26,15,Annually,934,727921,3
258,TC-258,60483147,2020-09-20,2020-09-20,25,Annually,326,255870,1
259,TC-259,60415147,2020-09-20,2020-09-26,25,Annually,341,606414,1
260,TC-260,60251883,2020-09-20,2020-09-20,15,Annually,496,768669,1
261,TC-261,60369421,2020-09-20,2020-09-28,25,Annually,813,724320,1
262,TC-262,60403512,2020-09-21,2020-09-21,20,Annually,360,477305,1
263,TC-263,60073631,2020-09-21,2020-09-21,20,Annually,415,653797,1
264,TC-264,60367454,2020-09-21,2020-09-21,15,Annually,373,565687,1
265,TC-265,60407078,2020-10-12,2020-10-22,15,Annually,609,464166,1
266,TC-266,60507602,2020-10-12,2020-10-16,15,Monthly,161,289345,1
267,TC-267,60450975,2020-10-12,2020-10-20,17,Quaterly,22323,690895,1
268,TC-268,60293985,2020-10-12,2020-10-23,30,Quaterly,557,440028,1
269,TC-269,60492526,2020-10-12,2020-10-14,20,Annually,633,773839,1
270,TC-270,60371597,2020-10-12,2020-10-17,10,Monthly,213,741635,1
271,TC-271,60491401,2020-10-12,2020-10-12,15,Quaterly,514,358904,1
272,TC-272,60369582,2020-10-12,2020-10-13,15,Monthly,1369,523142,1
273,TC-273,60116744,2020-10-07,2020-10-07,15,Monthly,1074,934213,1
274,TC-274,60369411,2020-10-07,2020-10-08,30,Monthly,523,403626,1
275,TC-275,60475654,2020-10-07,2020-10-07,10,Annually,958,649749,3
276,TC-276,60505990,2020-10-07,2020-10-08,25,Annually,684,616196,1
277,TC-277,60495937,2020-10-07,2020-10-13,25,Annually,728,524100,1
278,TC-278,60374449,2020-10-07,2020-10-07,15,Annually,206,578353,1
279,TC-279,60503103,2020-10-07,2020-10-09,25,Annually,374,305760,1
280,TC-280,60495480,2020-10-07,2020-10-07,25,Annually,325,471279,1
281,TC-281,60369373,2020-09-30,2020-09-30,15,Annually,918,998581,1
282,TC-282,60505469,2020-09-30,2020-09-30,30,Monthly,336,518573,1
283,TC-283,60501802,2020-09-30,2020-09-30,10,Annually,2378,594006,1
284,TC-284,60351692,2020-09-30,2020-09-30,10,Annually,830,414579,1
285,TC-285,60503148,2020-09-30,2020-09-30,15,Quaterly,346,475899,1
286,TC-286,60359087,2020-09-30,2020-09-30,20,Quaterly,665,373310,1
287,TC-287,60501036,2020-09-30,2020-09-30,20,Quaterly,418,378182,1
288,TC-288,60097492,2020-09-30,2020-09-30,30,Annually,630,336203,1
289,TC-289,60483766,2020-09-21,2020-09-22,15,Annually,1964,868375,1
290,TC-290,60463364,2020-09-21,2020-09-30,30,Annually,1647,382844,1
291,TC-291,60491808,2020-07-13,2020-07-14,15,Annually,672,995393,1
292,TC-292,60489035,2020-07-01,2020-07-17,20,Quaterly,411,475155,1
293,TC-293,60357871,2020-07-01,2020-07-01,15,Annually,543,737395,1
294,TC-294,60217451,2020-07-02,2020-07-02,20,Annually,604,678798,1
295,TC-295,60218933,2020-07-02,2020-07-04,15,Annually,3160,805833,1
296,TC-296,60447306,2020-07-02,2020-07-13,15,Annually,263,543975,1
297,TC-297,60332204,2020-07-02,2020-07-03,30,Annually,1238,929727,1
298,TC-298,60454145,2020-07-02,2020-07-09,20,Annually,2297,998603,1
299,TC-299,60331563,2020-07-02,2020-07-04,15,Annually,393,672963,1
300,TC-300,60367457,2020-07-02,2020-07-03,25,Quaterly,8005,568239,1
301,TC-301,60467409,2020-07-01,2020-07-01,10,Quaterly,154,430910,1
302,TC-302,60004458,2020-07-01,2020-07-02,20,Annually,389,709841,1
303,TC-303,60371352,2020-07-02,2020-07-29,25,Monthly,2184,875482,1
304,TC-304,60400896,2020-07-02,2020-07-02,25,Monthly,786,731169,1
305,TC-305,60294639,2020-07-02,2020-07-03,20,Annually,4820,943531,3
306,TC-306,60496946,2020-07-02,2020-07-02,10,Annually,353,990071,1
307,TC-307,60376147,2020-07-10,2020-07-11,25,Monthly,451,561822,1
308,TC-308,60440941,2020-07-01,2020-07-04,25,Annually,1174,432246,1
309,TC-309,60466235,2020-07-01,2020-07-03,15,Annually,116,271751,1
310,TC-310,60449328,2020-07-01,2020-07-02,10,Annually,322,906732,1
311,TC-311,60497590,2020-07-02,2020-07-02,15,Quaterly,582,293767,1
312,TC-312,60269307,2020-07-02,2020-07-18,10,Annually,178,493758,1
313,TC-313,60237645,2020-07-02,2020-07-02,10,Annually,562,593341,1
314,TC-314,60484637,2020-07-02,2020-07-02,15,Quaterly,334,393763,1
315,TC-315,60352673,2020-07-02,2020-07-21,25,Quaterly,456,411652,1
316,TC-316,60352698,2020-07-02,2020-07-03,10,Annually,1521,880219,1
317,TC-317,60448659,2020-07-02,2020-08-10,15,Monthly,325,390150,1
318,TC-318,60478207,2020-07-02,2020-07-03,25,Annually,832,695632,1
319,TC-319,60332214,2020-07-02,2020-07-13,15,Annually,281,797265,1
320,TC-320,60093785,2020-07-02,2020-07-14,15,Annually,2260,523192,1
321,TC-321,60471253,2020-07-02,2020-07-02,25,Quaterly,2729,644393,1
322,TC-322,60490824,2020-07-02,2020-07-03,20,Annually,516,892497,1
323,TC-323,60495881,2020-07-02,2020-07-03,10,Annually,292,879868,1
324,TC-324,60486595,2020-07-02,2020-07-03,20,Annually,900,325866,1
325,TC-325,60486595,2020-07-02,2020-07-03,15,Annually,1528,807535,1
326,TC-326,60281694,2020-07-02,2020-07-18,15,Monthly,802,646117,1
327,TC-327,60281694,2020-07-02,2020-07-18,15,Annually,535,256564,1
328,TC-328,60477781,2020-07-02,2020-07-06,25,Quaterly,4793,450647,1
329,TC-329,60461933,2020-07-02,2020-07-04,15,Annually,850,373898,1
330,TC-330,60476244,2020-07-02,2020-07-14,10,Quaterly,540,999854,1
331,TC-331,60399476,2020-07-02,2020-07-02,25,Quaterly,1336,652740,1
332,TC-332,60439932,2020-07-02,2020-07-02,15,Annually,1037,386786,1
333,TC-333,60493668,2020-07-02,2020-07-04,15,Annually,147,425611,1
334,TC-334,60497591,2020-07-02,2020-07-03,25,Annually,2268,528563,2
335,TC-335,60407383,2020-07-02,2020-07-10,25,Quaterly,725,638725,1
336,TC-336,60486432,2020-07-02,2020-07-03,10,Annually,349,812597,1
337,TC-337,60495401,2020-07-02,2020-07-03,30,Annually,666,481978,1
338,TC-338,60423562,2020-07-02,2020-07-03,25,Quaterly,542,967133,1
339,TC-339,60407383,2020-07-25,2020-07-26,15,Monthly,945,954508,1
340,TC-340,60475535,2020-07-01,2020-07-09,10,Monthly,320,983147,1
341,TC-341,60497753,2020-07-01,2020-07-01,25,Annually,540,425873,1
342,TC-342,60495774,2020-07-01,2020-07-10,10,Annually,316,581222,1
343,TC-343,60493369,2020-07-01,2020-07-02,15,Annually,257,314632,1
344,TC-344,60466846,2020-07-02,2020-07-02,15,Monthly,200,422119,1
345,TC-345,60465549,2020-07-02,2020-07-02,15,Annually,457,839465,1
346,TC-346,60488941,2020-07-02,2020-07-29,15,Annually,271,283156,1
347,TC-347,60369580,2020-07-02,2020-07-02,10,Quaterly,381,583283,1
348,TC-348,60418037,2020-07-02,2020-07-03,25,Monthly,4680,881950,1
349,TC-349,60362605,2020-07-02,2020-07-06,20,Quaterly,1106,823222,1
350,TC-350,60408916,2020-07-02,2020-07-02,25,Monthly,2816,397666,1
351,TC-351,60497028,2020-07-02,2020-07-02,15,Annually,589,887219,1
352,TC-352,60442452,2020-07-02,2020-07-25,15,Annually,728,785629,1
353,TC-353,60419437,2020-07-02,2020-07-06,20,Annually,1909,787632,1
354,TC-354,60496654,2020-07-02,2020-07-02,30,Monthly,1429,461521,1
355,TC-355,60237659,2020-07-02,2020-07-03,15,Annually,1149,898247,1
356,TC-356,60485266,2020-07-02,2020-07-07,25,Annually,1115,805110,1
357,TC-357,60459882,2020-07-02,2020-07-03,10,Monthly,703,817393,1
358,TC-358,60290101,2020-07-02,2020-07-16,20,Quaterly,1216,717037,1
359,TC-359,60405727,2020-07-02,2020-07-06,15,Monthly,1855,543816,1
