60006290,Active,High School,48,6259,0.88,51,1200,0,0,13,0.93
60006418,Active,High School,55,6259,0.79,51,563,0,0,6,0.85
60006825,Active,High School,56,6249,0.75,40,4641,0,0,8,0.92
60007558,Active,High School,51,6233,0.96,47,1846,0,0,1,0.82
60007732,Active,High School,45,6240,0.89,54,1559,0,0,7,0.89
60007938,Active,High School,49,6213,0.74,43,4340,0,0,0,0.87
60007999,Active,High School,56,6205,0.89,48,750,0,0,17,0.95
60008138,Active,Some College,62,6132,0.97,40,239,1,0.88,2,0.86
60008143,Active,Some College,43,6227,0.87,47,1283,0,0,6,0.92
60008262,Active,High School,46,6136,0.8,45,165,0,0,4,0.92
60008394,Active,Graduate,24,6160,0.73,35,192,1,0.7,0,0.96
60008465,Active,Some College,47,6097,0.75,46,1623,0,0,7,0.93
60008494,Active,Graduate,61,6113,0.93,59,746,0,0,1,0.95
60008930,Active,High School,55,6121,0.8,49,193,0,0,0,0.88
60009162,Active,Some College,49,6164,0.81,49,626,0,0,30,0.9
60009402,Active,Graduate,59,6196,0.93,51,73,0,0,1,0.97
60009471,Active,Lt High School,55,6193,0.77,43,1191,0,0,7,0.86
60009669,Active,High School,48,6087,0.75,46,274,0,0,16,0.83
60009831,Active,Graduate,38,6151,0.78,47,709,0,0,6,0.94
60009834,Active,Graduate,52,6137,0.88,59,637,1,0.94,4,0.94
60009884,Active,Graduate,39,6144,0.92,51,1011,0,0,6,0.9
60009967,Active,Some College,52,6056,0.88,48,462,0,0,6,0.86
60009983,Active,Graduate,55,6036,0.82,45,195,1,0.84,7,0.9
60010010,Active,Graduate,58,6129,0.85,52,2955,0,0,5,0.86
60010490,Active,Graduate,52,6092,0.72,56,794,1,0.85,6,0.89
60010624,Active,Some College,58,6109,0.82,47,456,0,0,8,0.94
60010711,Active,Graduate,41,6049,0.88,53,687,0,0,5,0.91
60010859,Active,Graduate,60,6045,0.85,49,1910,0,0,7,0.86
60010868,Active,High School,51,6008,0.82,51,909,0,0,8,0.96
60011448,Active,Some College,40,6084,0.86,49,1043,0,0,7,0.88
60011908,Active,Graduate,60,5978,0.93,42,258,0,0,5,0.83
60011931,Active,Lt High School,66,6095,0.82,46,302,0,0,4,0.8
60012236,Active,High School,42,6041,0.89,50,407,0,0,8,0.91
60012692,Active,Lt High School,23,6034,0.71,29,1462,0,0,7,0.93
60012838,Active,Graduate,59,6010,0.86,55,2235,0,0,0,0.9
60013166,Active,Graduate,47,5952,0.83,47,692,0,0,15,0.95
60013311,Active,Lt High School,27,5941,0.75,34,1784,0,0,3,0.95
60013329,Active,Some College,57,5995,0.79,50,721,0,0,8,0.88
60013346,Active,Graduate,25,5973,0.73,32,5044,0,0,6,0.9
60013587,Active,Lt High School,42,5968,0.92,55,2286,0,0,6,0.83
60013932,Active,High School,43,5995,0.85,44,1534,0,0,1,0.82
60013990,Active,Some College,52,5884,0.85,60,255,0,0,0,0.96
60014112,Active,High School,37,5893,0.97,42,1701,0,0,7,0.93
60014364,Active,Some College,55,5905,0.83,51,1345,0,0,8,0.92
60014652,Active,Graduate,60,5949,0.75,42,823,0,0,8,0.94
60014835,Active,Graduate,53,5892,0.89,52,2491,0,0,7,0.91
60014868,Active,Some College,48,5812,0.74,60,2510,0,0,0,0.91
60015176,Active,High School,65,5925,0.92,45,138,0,0,8,0.92
60015548,Active,Graduate,61,5869,0.92,50,973,0,0,5,0.94
60015581,Active,Graduate,52,5829,0.81,51,874,0,0,8,0.89
60015607,Active,Graduate,52,5890,0.91,60,587,0,0,4,0.93
60015707,Active,Graduate,52,5917,0.99,52,649,0,0,4,0.83
60015724,Active,Graduate,50,5915,0.85,54,471,0,0,7,0.84
60015865,Active,Lt High School,40,5821,0.86,40,219,0,0,28,0.96
60016049,Active,Graduate,25,5877,0.61,20,1799,0,0,21,0.81
60016171,Active,Some College,37,5801,0.82,60,920,0,0,5,0.92
60016416,Active,Some College,47,5829,0.88,42,141,1,0.9,3,0.88
60017162,Active,Graduate,53,5786,0.83,42,3397,0,0,5,0.91
60017231,Active,Some College,51,5844,0.88,42,220,0,0,18,0.83
60017438,Active,Graduate,57,5752,0.86,46,1021,0,0,12,0.98
60017471,Active,Graduate,50,5746,0.95,47,244,1,0.92,7,0.95
60017815,Active,Graduate,55,5737,0.93,45,358,1,0.81,3,0.93
60017834,Active,Graduate,33,5714,0.77,46,987,0,0,5,0.91
60017855,Active,Some College,36,5742,0.8,35,432,0,0,23,0.95
60017891,Active,Some College,51,5768,0.83,48,1440,0,0,4,0.87
60017893,Active,Graduate,40,5760,0.79,44,400,0,0,27,0.9
60018302,Active,Lt High School,51,5751,0.87,48,652,1,0.97,0,0.93
60018467,Active,High School,38,5706,0.77,42,577,0,0,6,0.85
60018669,Active,Graduate,45,5738,0.87,47,1362,0,0,2,0.93
60018723,Active,High School,61,5727,0.81,55,465,0,0,8,0.86
60020481,Active,High School,34,5614,0.86,34,590,0,0,0,0.98
60020529,Active,High School,53,5699,0.75,50,675,1,0.84,1,0.88
60020567,Active,Graduate,48,5708,0.79,50,329,0,0,7,0.88
60020720,Active,High School,54,5726,0.84,49,354,0,0,6,0.88
60021366,Active,Lt High School,50,5627,0.87,54,2242,0,0,4,0.91
60021416,Active,Lt High School,32,5641,0.66,22,386,0,0,8,0.84
60021493,Active,High School,55,5660,0.98,53,505,0,0,8,0.82
60022059,Active,Graduate,48,5546,0.8,60,372,0,0,1,0.95
60022432,Active,Some College,47,5504,0.85,47,796,0,0,6,0.92
60022845,Active,High School,46,5614,0.72,46,3354,0,0,4,0.92
60022848,Active,High School,46,5626,0.75,50,1395,1,0.84,5,0.88
60022856,Active,High School,55,5525,0.89,49,8081,0,0,2,0.94
60023071,Active,High School,39,5589,0.83,45,660,0,0,7,0.92
60023285,Active,Graduate,63,5618,0.95,42,169,0,0,8,0.97
60023311,Active,High School,55,5545,0.8,53,1921,0,0,8,0.87
60023431,Active,Some College,37,5557,0.81,38,1035,0,0,6,0.91
60023871,Active,Lt High School,24,5540,0.73,33,633,0,0,2,0.97
60024038,Active,Lt High School,43,5462,0.88,59,240,0,0,7,0.97
60024598,Active,High School,54,5551,0.71,56,2363,0,0,1,0.93
60024859,Active,High School,63,5536,0.93,43,251,1,0.76,20,0.89
60025037,Active,Some College,51,5500,0.83,56,1758,0,0,5,0.91
60025388,Active,High School,49,5430,0.73,42,234,0,0,1,0.88
60025703,Active,High School,65,5431,0.92,59,877,0,0,6,0.84
60026500,Active,High School,48,5413,0.87,53,598,0,0,0,0.88
60026510,Active,Graduate,62,5471,0.97,43,2126,0,0,7,0.84
60026785,Active,Graduate,49,5426,0.82,49,1232,0,0,8,0.92
60027010,Active,Graduate,37,5497,0.82,52,1766,0,0,8,0.87
60027022,Active,Graduate,64,5413,0.76,45,2044,0,0,5,0.92
60027092,Active,Graduate,54,5401,0.71,49,1482,0,0,2,0.96
60027630,Active,Graduate,47,5501,0.86,52,1265,0,0,8,0.89
60027711,Active,Graduate,39,5393,0.79,54,843,1,0.93,4,0.92
60027932,Active,Some College,52,5438,0.89,47,1061,0,0,4,0.95
60028402,Active,Lt High School,47,5461,0.76,49,1628,0,0,8,0.83
60029096,Active,High School,44,5403,0.84,55,717,0,0,27,0.91
60029850,Active,Some College,52,5344,0.95,54,1815,1,0.75,6,0.94
60029930,Active,High School,45,5361,0.98,60,3114,1,0.78,2,0.96
60030254,Active,High School,53,5435,0.92,53,1043,0,0,4,0.93
60030720,Active,High School,66,5407,0.86,48,631,0,0,8,0.89
60031224,Active,High School,53,5368,0.84,51,373,0,0,28,0.85
60031379,Active,High School,63,5409,0.77,51,324,0,0,3,0.94
60031525,Active,High School,63,5432,0.82,40,447,0,0,6,0.92
60031752,Active,Graduate,49,5322,0.85,59,3480,1,0.82,6,0.81
60031834,Active,Graduate,47,5397,0.92,47,437,0,0,25,0.94
60032306,Active,Lt High School,34,5382,0.79,38,14848,0,0,5,0.88
60032874,Active,High School,38,5359,0.87,50,2877,0,0,8,0.88
60033119,Active,Graduate,47,5308,0.83,43,471,0,0,22,0.95
60033330,Active,High School,40,5381,0.97,50,436,0,0,1,0.89
60033405,Active,High School,64,5312,0.84,49,2694,0,0,3,0.82
60033577,Active,High School,48,5357,0.86,56,1902,0,0,8,0.9
60033710,Active,Lt High School,38,5331,0.95,53,1116,0,0,8,0.93
60034350,Active,High School,55,5293,0.96,40,796,0,0,6,0.9
60034399,Active,Some College,45,5343,0.86,44,1718,1,0.84,3,0.89
60034666,Active,High School,54,5261,0.79,46,236,0,0,0,0.92
60034710,Active,Lt High School,26,5355,0.71,16,340,0,0,2,0.9
60034925,Active,High School,55,5337,0.79,55,1766,0,0,0,0.88
60034988,Active,High School,44,5343,0.94,50,1938,0,0,8,0.87
60035107,Active,Graduate,28,5254,0.75,15,844,0,0,0,0.95
60035159,Active,High School,45,5332,0.81,42,5740,0,0,3,0.86
60035484,Active,High School,55,5363,0.72,49,1380,1,0.99,7,0.85
60035646,Active,Graduate,52,5289,0.89,55,1041,0,0,24,0.9
60035913,Active,High School,27,5237,0.78,36,411,0,0,1,0.87
60036205,Active,Graduate,46,5263,0.89,49,730,0,0,3,0.86
60036284,Active,Lt High School,50,5260,0.76,41,3742,0,0,1,0.89
60036754,Active,Some College,36,5318,0.87,55,1344,0,0,7,0.91
60037063,Active,Lt High School,41,5311,0.76,45,562,0,0,4,0.92
60037200,Active,Some College,26,5209,0.51,18,16491,0,0,28,0.9
60037505,Active,High School,49,5249,0.81,47,448,0,0,8,0.91
60037506,Active,Lt High School,62,5198,0.9,43,841,0,0,3,0.94
60038112,Active,High School,48,5189,0.85,57,2967,0,0,4,0.85
60038446,Active,High School,63,5198,0.98,54,778,0,0,19,0.96
60038450,Active,Graduate,46,5230,0.74,57,223,0,0,8,0.89
60038544,Active,High School,65,5186,0.8,47,366,0,0,0,0.88
60038563,Active,Graduate,56,5200,0.87,54,902,0,0,30,0.88
60039181,Active,Some College,56,5239,0.8,45,1634,0,0,3,0.83
60039396,Active,Graduate,51,5202,0.72,51,1115,0,0,4,0.96
60039664,Active,Some College,43,5261,0.87,47,441,0,0,1,0.91
60040041,Active,Graduate,54,5246,0.82,50,3229,0,0,8,0.87
60040056,Active,High School,51,5237,0.91,45,1078,0,0,6,0.94
60040418,Active,High School,46,5134,0.95,58,987,0,0,5,0.96
60040791,Active,Graduate,56,5156,0.94,46,1709,0,0,8,0.91
60040951,Active,High School,41,5098,0.9,40,346,0,0,1,0.94
60041388,Active,Some College,44,5099,0.79,41,1510,0,0,7,0.82
60041635,Active,Graduate,51,5068,0.79,44,926,0,0,4,0.85
60041829,Active,Lt High School,48,5118,0.8,54,1698,0,0,6,0.88
60041976,Active,Graduate,53,5105,0.85,48,861,0,0,5,0.94
60042163,Active,High School,45,5124,0.73,49,841,0,0,7,0.87
60042553,Active,Lt High School,43,5091,0.82,51,784,0,0,7,0.87
60042882,Active,Some College,38,5180,0.91,57,781,0,0,2,0.94
60043495,Active,High School,55,5124,0.79,45,1101,1,0.89,3,0.92
60043812,Active,Graduate,40,5082,0.85,49,3361,1,0.9,25,0.81
60043852,Active,High School,57,5051,0.75,49,548,1,0.82,8,0.93
60044178,Active,Lt High School,39,5081,0.84,54,631,0,0,6,0.86
60044504,Active,Lt High School,43,5049,0.9,53,1035,0,0,8,0.86
60044567,Active,Some College,37,5043,0.95,48,545,0,0,5,0.81
60044568,Active,High School,49,5037,0.95,51,736,1,0.82,21,0.97
60044929,Active,Some College,47,5058,0.86,51,1680,0,0,4,0.94
60044936,Active,Graduate,52,5050,0.97,60,928,1,0.72,6,0.91
60046073,Active,Graduate,43,5029,0.87,49,797,0,0,7,0.91
60046464,Active,High School,48,5063,0.8,51,1664,0,0,8,0.83
60046828,Active,High School,47,5055,0.91,41,1141,0,0,19,0.97
60046996,Active,Lt High School,61,5047,0.85,41,420,0,0,5,0.8
60047191,Active,High School,40,4969,0.71,59,549,0,0,2,0.86
60047631,Active,Graduate,54,5009,0.75,49,485,1,0.71,17,0.91
60047637,Active,Some College,63,5014,0.95,42,1855,0,0,5,0.93
60048459,Active,Graduate,36,4981,0.85,49,562,0,0,8,0.89
60048527,Active,Graduate,45,5057,0.79,56,267,0,0,4,0.93
60049393,Active,Graduate,56,4987,0.89,44,2807,0,0,8,0.85
60049725,Active,Some College,42,4987,0.9,48,769,0,0,29,0.88
60050000,Active,Some College,49,5038,0.78,48,781,0,0,21,0.9
60050069,Active,Some College,42,5038,0.89,57,312,0,0,7,0.95
60051486,Active,Graduate,59,4985,0.78,48,3110,0,0,0,0.81
60051496,Active,Some College,65,4933,0.96,57,338,0,0,2,0.89
60051750,Active,High School,63,4981,0.77,48,1963,0,0,3,0.86
60052117,Active,Lt High School,39,5003,0.97,49,597,1,0.97,1,0.85
60052693,Active,High School,47,5039,0.91,58,828,0,0,7,0.97
60053955,Active,High School,40,4967,0.93,52,305,0,0,7,0.92
60054341,Active,Some College,51,4984,0.72,52,410,0,0,2,0.92
60054446,Active,High School,34,5020,0.74,15,221,0,0,5,0.94
60054906,Active,Some College,45,4975,0.87,51,2055,0,0,23,0.88
60054920,Active,High School,45,4990,0.93,57,269,0,0,2,0.93
60054936,Active,Lt High School,62,5007,0.89,54,1134,0,0,16,0.86
60055061,Active,Some College,44,4980,0.81,53,1353,0,0,7,0.93
60055768,Active,High School,47,4905,0.93,45,280,0,0,2,0.96
60055929,Active,High School,45,4951,0.95,49,277,0,0,3,0.89
60056007,Active,Lt High School,54,4923,0.91,55,1507,0,0,22,0.92
60056472,Active,Lt High School,50,4990,0.89,56,977,0,0,8,0.9
60056594,Active,Some College,54,4962,0.97,47,548,1,0.72,15,0.81
60057078,Active,Some College,45,5015,0.9,53,7151,0,0,5,0.97
60057092,Active,Graduate,45,4984,0.75,54,503,0,0,29,0.96
60057735,Active,Some College,42,4951,0.97,51,2091,0,0,7,0.87
60058034,Active,Some College,56,4905,0.86,60,71,0,0,8,0.9
60058060,Active,Some College,52,5029,0.95,53,2037,0,0,5,0.89
60058099,Active,Graduate,43,4884,0.92,54,457,0,0,0,0.85
60058560,Active,Graduate,52,4986,0.93,44,471,0,0,1,0.83
60059684,Active,High School,57,5007,0.75,41,494,0,0,2,0.94
60060249,Active,Graduate,46,4922,0.77,56,3626,0,0,29,0.95
60060440,Active,Some College,41,4987,0.93,43,968,0,0,5,0.86
60062273,Active,High School,40,4954,0.73,49,370,0,0,17,0.97
60062497,Active,Graduate,48,4978,0.76,49,1489,0,0,8,0.88
60062820,Active,High School,38,4884,0.83,51,432,0,0,7,0.92
60062890,Active,High School,47,4957,0.92,46,779,0,0,7,0.93
60063153,Active,Graduate,35,4941,0.86,41,746,0,0,3,0.9
60063255,Active,High School,51,4851,0.88,54,718,0,0,25,0.87
60063512,Active,High School,46,4855,0.87,50,193,0,0,1,0.95
60063746,Active,Some College,54,4963,0.76,59,171,0,0,8,0.89
60063883,Active,Some College,48,4992,0.95,44,286,1,0.7,5,0.97
60064539,Active,Graduate,64,4891,0.79,47,2398,0,0,0,0.93
60064738,Active,Lt High School,42,4982,0.99,57,1800,0,0,5,0.91
60064987,Active,High School,44,4975,0.91,45,248,0,0,8,0.82
60064990,Active,High School,57,4938,0.89,49,1376,0,0,30,0.89
60065462,Active,High School,60,4849,0.71,58,553,0,0,6,0.85
60066244,Active,Graduate,37,4972,0.71,40,816,0,0,7,0.88
60066406,Active,High School,57,4880,0.85,55,636,0,0,20,0.94
60066408,Active,Graduate,44,4936,0.9,58,841,0,0,3,0.83
60066604,Active,Lt High School,60,4873,1,54,1200,0,0,7,0.9
60067133,Active,Graduate,56,4863,0.93,43,309,0,0,25,0.81
60067325,Active,High School,61,4883,0.91,51,2114,0,0,8,0.91
60067451,Active,High School,32,4887,0.79,31,2146,0,0,7,0.85
60067947,Active,High School,46,4848,0.9,54,404,0,0,5,0.89
60068230,Active,Lt High School,25,4891,0.65,40,241,1,0.86,2,0.83
60069052,Active,Some College,64,4825,0.77,46,224,0,0,4,0.9
60069105,Active,Some College,52,4913,0.81,52,1679,0,0,8,0.83
60070201,Active,Graduate,52,4915,0.77,52,574,0,0,17,0.88
60070742,Active,High School,44,4822,0.88,44,1103,0,0,5,0.94
60070972,Active,Some College,37,4855,0.79,31,435,0,0,4,0.86
60071552,Active,Graduate,45,4825,0.82,51,1618,0,0,6,0.91
60071819,Active,High School,45,4815,0.83,53,402,0,0,0,0.82
60072150,Active,Some College,31,4757,0.77,26,949,0,0,21,0.95
60073001,Active,Graduate,48,4756,0.81,47,2017,0,0,6,0.85
60073631,Active,High School,47,4805,0.82,54,539,0,0,7,0.87
60073678,Active,High School,55,4861,0.93,42,326,0,0,1,0.83
60073722,Active,High School,54,4854,0.82,41,2784,0,0,26,0.83
60074340,Inactive,Graduate,50,4774,0.83,0,962,1,0.79,0,0.82
60074645,Active,Lt High School,39,4795,0.81,48,142,0,0,4,0.92
60075589,Active,High School,47,4757,0.85,53,2104,0,0,7,0.87
60075599,Active,High School,52,4786,0.93,52,515,0,0,0,0.96
60075627,Active,High School,59,4791,0.95,48,320,0,0,5,0.97
60075925,Active,Graduate,49,4785,0.71,58,2877,0,0,7,0.92
60076005,Active,Graduate,47,4776,0.92,59,736,0,0,2,0.92
60076153,Active,High School,58,4782,0.8,52,663,0,0,6,0.85
60076314,Active,High School,46,4799,0.85,50,481,0,0,6,0.86
60077027,Active,High School,64,4769,0.96,49,5729,1,0.76,30,0.9
60077079,Active,Lt High School,36,4755,0.84,49,911,0,0,5,0.89
60077287,Active,Some College,30,4819,0.9,23,663,0,0,26,0.83
60078350,Active,High School,47,4716,0.85,49,1298,0,0,5,0.86
60078700,Active,Some College,32,4733,0.67,28,296,0,0,4,0.85
60079646,Active,High School,60,4729,0.93,53,1541,1,0.89,1,0.89
60079861,Active,High School,48,4741,0.79,48,866,0,0,8,0.89
60080363,Active,Graduate,34,4772,0.71,24,782,0,0,8,0.93
60080535,Active,High School,40,4688,0.79,42,2468,1,0.75,6,0.95
60081372,Active,High School,48,4643,0.99,41,766,0,0,1,0.81
60081515,Active,Some College,59,4683,0.9,53,768,0,0,30,0.85
60081737,Active,High School,41,4741,0.92,51,452,0,0,29,0.91
60082522,Active,High School,49,4700,0.89,48,627,0,0,8,0.88
60082704,Active,Some College,58,4655,0.83,48,1204,0,0,30,0.85
60082880,Active,High School,58,4679,0.81,50,1306,0,0,30,0.88
60082950,Active,Lt High School,57,4710,0.78,50,724,0,0,26,0.92
60083601,Active,Lt High School,49,4697,0.71,41,1175,0,0,2,0.94
60084028,Active,High School,64,4714,0.75,51,1123,0,0,26,0.89
60084834,Active,High School,39,4697,0.83,46,897,0,0,30,0.88
60084995,Active,High School,37,4683,0.88,48,1750,0,0,8,0.87
60085882,Active,Graduate,51,4649,0.97,52,233,0,0,6,0.97
60086565,Active,High School,47,4655,0.76,55,245,1,0.86,5,0.93
60086594,Active,High School,52,4653,0.85,51,1840,0,0,5,0.87
60086887,Active,Graduate,50,4607,0.75,56,1162,0,0,8,0.94
60086946,Active,Graduate,58,4690,0.74,44,601,1,0.85,0,0.97
60087797,Active,Some College,43,4613,0.99,43,3307,0,0,5,0.9
60087989,Active,Graduate,48,4648,0.88,59,472,1,0.88,2,0.82
60088041,Inactive,High School,34,4603,0.71,0,709,0,0,0,0.92
60088231,Active,High School,35,4611,0.74,49,378,0,0,8,0.91
60088483,Active,High School,47,4650,0.91,47,2375,0,0,13,0.85
60088491,Active,High School,41,4612,0.91,52,654,0,0,3,0.83
60088989,Active,Lt High School,55,4630,0.76,51,4439,0,0,3,0.84
60089299,Active,Graduate,58,4600,0.75,47,697,0,0,7,0.89
60089674,Active,Some College,47,4662,0.81,47,827,0,0,6,0.95
60090279,Active,Graduate,47,4664,0.76,44,876,0,0,21,0.85
60090404,Active,Some College,44,4568,0.81,46,407,0,0,6,0.82
60090430,Active,Some College,51,4589,0.76,55,1377,0,0,6,0.93
60091672,Active,High School,47,4633,0.78,48,365,0,0,8,0.88
60092051,Active,Lt High School,48,4574,0.7,54,730,0,0,17,0.82
60092129,Active,Some College,50,4549,0.79,58,126,0,0,8,0.85
60092441,Active,Lt High School,46,4593,0.84,49,944,0,0,7,0.91
60092450,Active,High School,34,4604,0.75,32,574,0,0,6,0.85
60092599,Active,Graduate,37,4548,0.8,47,863,1,0.98,0,0.81
60093176,Active,Graduate,51,4619,0.87,47,767,0,0,19,0.9
60093785,Active,High School,33,4604,0.64,26,1621,0,0,27,0.91
60093826,Active,Some College,43,4572,0.89,59,1217,0,0,7,0.93
60094826,Active,Graduate,34,4629,0.77,24,1050,0,0,6,0.91
60094893,Active,High School,49,4614,0.77,42,552,0,0,2,0.91
60095149,Active,Graduate,41,4616,0.8,59,759,0,0,4,0.9
60095271,Active,Some College,44,4662,0.73,54,1434,0,0,1,0.94
60095447,Active,Some College,36,4607,0.7,44,540,0,0,7,0.91
60096274,Active,High School,43,4520,0.74,46,1354,0,0,4,0.83
60096303,Active,High School,56,4589,0.96,42,173,1,0.94,2,0.89
60096933,Active,Graduate,45,4580,0.87,46,353,0,0,25,0.95
60096944,Active,Some College,42,4585,0.87,51,2059,0,0,7,0.87
60097089,Active,High School,47,4629,0.72,42,1579,0,0,6,0.87
60097171,Active,High School,35,4617,0.86,48,1848,0,0,3,0.95
60097492,Active,Some College,41,4577,0.86,47,712,0,0,6,0.89
60098384,Active,High School,36,4516,0.94,55,1368,0,0,8,0.83
60098611,Active,Some College,56,4516,0.99,43,498,0,0,4,0.88
60099065,Active,High School,57,4541,0.84,57,2541,1,0.99,6,0.9
60099419,Active,High School,37,4540,0.72,48,834,1,0.89,5,0.81
60099431,Active,Lt High School,46,4635,0.9,60,1342,1,0.72,27,0.96
60100622,Active,High School,54,4538,0.92,48,1547,0,0,1,0.83
60101409,Active,Some College,24,4595,0.65,16,2800,1,0.63,8,0.91
60101697,Active,Graduate,44,4518,0.89,43,363,0,0,5,0.81
60102301,Active,High School,43,4507,0.79,48,2261,0,0,5,0.91
60102485,Active,Some College,44,4501,0.73,42,1170,0,0,29,0.91
60102732,Active,Some College,65,4527,0.91,43,1975,1,0.9,3,0.86
60102889,Active,Some College,55,4458,0.71,52,321,1,0.95,0,0.83
60103185,Active,High School,47,4475,0.89,48,1026,0,0,30,0.89
60104182,Active,Some College,46,4506,0.91,47,3651,0,0,3,0.97
60104982,Active,Graduate,61,4519,0.84,45,1202,0,0,5,0.93
60105118,Active,High School,49,4505,0.8,58,6593,0,0,14,0.87
60105142,Active,Graduate,37,4501,0.66,30,1661,0,0,6,0.95
60105196,Active,Graduate,60,4435,0.79,48,452,0,0,8,0.88
60105552,Active,Graduate,53,4424,0.76,54,1726,0,0,26,0.8
60106511,Active,Graduate,43,4519,0.98,50,1076,0,0,2,0.96
60107004,Active,High School,43,4426,0.9,57,1844,0,0,0,0.84
60107882,Active,High School,47,4476,0.92,55,406,0,0,16,0.91
60107981,Active,High School,35,4520,0.78,41,285,0,0,5,0.88
60108236,Active,Some College,38,4477,0.89,57,1641,0,0,4,0.86
60108513,Active,Graduate,54,4499,0.8,54,1753,0,0,7,0.88
60108752,Active,Some College,65,4485,0.87,49,3511,1,0.85,5,0.87
60109130,Active,Graduate,44,4452,0.84,45,344,0,0,5,0.88
60109238,Active,Graduate,49,4448,0.89,48,1152,0,0,8,0.93
60110181,Active,High School,55,4445,0.8,51,259,0,0,8,0.84
60110617,Active,Some College,58,4473,0.84,51,726,0,0,8,0.91
60110939,Active,Some College,58,4471,0.87,50,2193,0,0,4,0.93
60111301,Active,Graduate,48,4487,0.85,53,793,0,0,5,0.92
60111561,Active,High School,51,4392,0.73,48,340,0,0,0,0.93
60112280,Active,Graduate,45,4460,0.82,50,794,0,0,30,0.9
60112497,Active,High School,41,4453,0.86,50,598,0,0,27,0.91
60112545,Active,Some College,50,4437,0.77,47,598,0,0,6,0.89
60113410,Active,High School,37,4451,0.87,43,1828,0,0,7,0.94
60113852,Active,Graduate,56,4426,0.77,49,616,0,0,3,0.82
60113972,Active,Lt High School,44,4456,0.95,40,1048,0,0,2,0.82
60113973,Active,Lt High School,45,4420,0.86,49,385,0,0,3,0.87
60114068,Active,Some College,55,4391,0.82,59,3995,0,0,2,0.96
60114934,Active,Lt High School,44,4443,0.92,48,400,1,0.99,15,0.81
60115007,Active,Some College,50,4432,0.83,45,356,0,0,3,0.96
60115016,Active,Graduate,27,4412,0.87,33,965,0,0,7,0.97
60115877,Active,Graduate,44,4374,0.86,49,882,0,0,7,0.87
60116206,Active,Graduate,53,4432,0.76,50,394,0,0,7,0.89
60116393,Active,Some College,56,4458,0.83,58,630,0,0,1,0.83
60116744,Active,High School,47,4432,0.83,53,1179,0,0,6,0.88
60116998,Active,High School,46,4374,0.98,59,194,0,0,7,0.9
60117070,Active,Graduate,45,4417,0.94,56,810,0,0,7,0.83
60117265,Active,Some College,36,4415,0.74,56,14235,0,0,7,0.97
60117287,Active,High School,64,4448,0.87,47,312,0,0,6,0.86
60117375,Active,Some College,48,4381,0.85,50,1245,0,0,4,0.89
60118243,Active,High School,63,4424,0.99,52,466,0,0,0,0.95
60119132,Active,High School,57,4378,0.92,60,2590,0,0,7,0.89
